PC1,PC2,Filename,Full title,Display title,Author,Genre,Publication date,,,,,,,,,,,,,,,,,,
0.011406283,-0.004171675,1669.digby.bodies-soul.eebo.txt,"Of bodies and of mans soul to discover the immortality of reasonable souls : with two discourses, Of the powder of sympathy, and, Of the vegetation of plants / by Sir Kenelm Digby, Knight.",Of Bodies and of Man's Soul,"Digby, Kenelm",Royal Society text,1669,,,,,,,,,,,,,,,,,,
-0.010991041,0.019414518,1669.digby.closet.eebo.txt,"The closet of the eminently learned Sir Kenelme Digbie Kt. opened whereby is discovered several ways for making of metheglin, sider, cherry-wine, &c. : together with excellent directions for cookery, as also for preserving, conserving, candying, &c. / published by his son's consent.",The Closet of Kelnem Digby,"Digby, Kenelm",Royal Society text,1669,,,,,,,,,,,,,,,,,,
0.019938619,-0.002191673,1669.digby.sympathetick-powder.eebo.txt,"Of the sympathetick powder a discourse in a solemn assembly at Montpellier / made in French by Sir Kenelm Digby, Knight, 1657.",Of the Sympathetic Powder,"Digby, Kenelm",Royal Society text,1669,,,,,,,,,,,,,,,,,,
0.007407154,0.013359542,1669.evelyn.history-imposters.eebo.txt,"The history of the three late, famous impostors, viz. Padre Ottomano, Mahomed Bei and Sabatai Sevi the one, pretended son and heir to the late Grand Signior, the other, a prince of the Ottoman family, but in truth, a Valachian counterfeit, and the last, the suppos'd Messiah of the Jews, in the year of the true Messiah, 1666 : with a brief account of the ground and occasion of the present war between the Turk and the Venetian : together with the cause of the final extirpation, destruction and exile of the Jews out of the Empire of Persia.",The History of Three Late Imposters,"Evelyn, John",Royal Society text,1669,,,,,,,,,,,,,,,,,,
0.016995273,-0.000723083,1669.leti.history-popes.eebo.txt,"Il nipotismo di Roma, or, The history of the popes nephews from the time of Sixtus the IV to the death of the last Pope Alexander the VII in two parts / written originally in Italian in the year 1667 ; and Englished by W.A.",The History of the Pope's Nephew,"Leti, Gregorio",Royal Society text,1669,,,,,,,,,,,,,,,,,,
-0.017828041,0.006752198,1669.wilkins.sermon-march7.eebo.txt,"A sermon preached before the king, upon the seventh of March, 1668/9 by John, Lord Bishop of Chester.",A Sermon Preached Before the King,"Wilkins, John",Royal Society text,1669,,,,,,,,,,,,,,,,,,
0.014710785,0.002619297,1670.evelyn.pomona.eebo.txt,"Pomona, or, An appendix concerning fruit-trees in relation to cider the making and several ways of ordering it.","Pomona, or an Appendix Concerning Fruit Trees","Evelyn, John",Royal Society text,1670,,,,,,,,,,,,,,,,,,
0.002716053,0.008080791,1670.evelyn.sylva.eebo.txt,"Sylva, or, A discourse of forest-trees, and the propagation of timber in His Majesties dominions by J.E. Esq. as it was deliver'd in the Royal Society the XVth of October, MDCLXII, upon occasion of certain qu�ries propounded to that illustrious assembly, by the honorable the principal officers, and commissioners of the Nary ; to which is annexed Pomona, or, An appendix concerning fruit-trees in relation to cider, the making and several ways of ordering it ; published by express order of the Royal Society ; also Kalendarium hortense, or, Gard'ners almanac, directing what he is to do monethly throughout the year.","Sylva, or a Discourse of Forest Trees","Evelyn, John",Royal Society text,1670,,,,,,,,,,,,,,,,,,
0.003041124,0.011470524,1670.goddard.practice-physick.eebo.txt,"A discourse setting forth the unhappy condition of the practice of physick in London and offering some means to put it into a better, for the interest of patients, no less, or rather much more, then of physicians / by Jonathan Goddard ...",A Discourse Concerning the Unhappy Condition of Physick,"Goddard, Jonathan",Royal Society text,1670,,,,,,,,,,,,,,,,,,
0.025643909,-0.001403864,1670.leti.history-cardinals.eebo.txt,"Il cardinalismo di Santa Chiesa, or, The history of the cardinals of the Roman Church from the time of their first creation, to the election of the present Pope, Clement the Ninth, with a full account of his conclave, in three parts / written in Italian by the author of the Nipotismo di Roma ; and faithfully Englished by G.H.","Il Cardinalismo, or the History of the Cardinals of the Roman Church","Leti, Gregorio",Royal Society text,1670,,,,,,,,,,,,,,,,,,
-0.003465725,0.004663822,1670.merret.accomplisht-physician.eebo.txt,"The accomplisht physician, the honest apothecary, and the skilful chyrurgeon detecting their necessary connexion and dependence on each other : withall a discovery of the frauds of the quacking empirick, the praescribing surgeon, and the practicing apothecary :",The Accomplished Physician,"Merret, Christopher",Royal Society text,1670,,,,,,,,,,,,,,,,,,
0.028176393,0.008323467,1670.ward.anti-scripturists.eebo.txt,"A sermon against the anti-Scripturists also another concerning the sinfulness, danger, and remedies of infidelity, preached at White-Hall / by Seth Lord Bishop of Sarum.",A Sermon Against the Anti-Scripturists,"Ward, Seth",Royal Society text,1670,,,,,,,,,,,,,,,,,,
0.024452083,0.013841161,1670.ward.christians-victory.eebo.txt,"The Christians victory over death a sermon at the funeral of the Most Honourable George Duke of Albemarle, &c. : in the Collegiate Church of S. Peter, Westminster, on the XXXth of April M.DC.LXX / by Seth, Lord Bishop of Sarum.",The Christian Victory over Death,"Ward, Seth",Royal Society text,1670,,,,,,,,,,,,,,,,,,
-0.005633487,0.00562083,1670.wilkins.sermon-february.eebo.txt,"A sermon preached before the King upon the twenty seventh of February, 1669/70 by John Lord Bishop of Chester.",A Sermon Preached Before the King,"Wilkins, John",Royal Society text,1670,,,,,,,,,,,,,,,,,,
0.06200325,0.002114929,1671.leti.ceremonies-vacant.eebo.txt,"The ceremonies of the vacant see, or, A true relation of what passes at Rome upon the pope's death with the proceedings in the conclave, for the election of a new pope, according to the constitutions and ceremonials, as also the coronation and cavalcade / out of the Frenc",The Ceremonies of the Vacant See,"Leti, Gregorio",Royal Society text,1671,,,,,,,,,,,,,,,,,,
0.000998655,-0.015668327,1671.wallis.three-papers.eebo.txt,"An answer to three papers of Mr. Hobs lately published in the months of August, and this present September, 1671.",An Answer to Three Papers of Mr. Hobs,"Wallis, John",Royal Society text,1671,,,,,,,,,,,,,,,,,,
-0.01215637,0.005687515,1671.wilkins.sermon-march.eebo.txt,"A sermon preached before the king, upon the nineteenth of March, 1670/1 by John Lord Bishop of Chester.",A Sermon Preached Before the King,"Wilkins, John",Royal Society text,1671,,,,,,,,,,,,,,,,,,
0.022442937,0.001510901,1672.ashmole.institution-laws.eebo.txt,"The institution, laws & ceremonies of the most noble Order of the Garter and a brief account of all other military orders of knighthood in England, Scotland, France, Spain, Germany, Italy, Swedeland, Denmark, &c. : with the ensigns of the several orders / by Elias","The Institutions, Laws & Ceremonies of the Order of the Garter","Ashemole, Elias",Royal Society text,1672,,,,,,,,,,,,,,,,,,
-0.008823732,-0.014632872,1672.boyle.origin-gems.eebo.txt,"Essay about the origine & virtues of gems wherein are propos'd and historically illustrated some conjectures about the consistence of the matter of precious stones, and the subjects wherein their chiefest virtues reside / by the Honourable Robert Boyle, Esq. ...",The Origin & Virtues of Gems,"Boyle, Robert",Royal Society text,1672,,,,,,,,,,,,,,,,,,
0.017847831,0.012674682,1672.ward.six-sermons.eebo.txt,"Six sermons preached by the Right Reverend Father in God, Seth Lord Bishop of Sarum",Six Sermons,Anonymous,Royal Society text,1672,,,,,,,,,,,,,,,,,,
0.008507775,-0.016404992,1673.boyle.strange-subtilty.eebo.txt,"Essays of the strange subtilty great efficacy determinate nature of effluviums. To which are annext New experiments to make fire and flame ponderable. : Together with A discovery of the perviousness of glass. : Also An essay, about the origine and virtue of gems. / By the",Essays of the Strange Subtility,"Boyle, Robert",Royal Society text,1673,,,,,,,,,,,,,,,,,,
0.01369582,-0.027685695,1674.boyle.animadversions.eebo.txt,Animadversions upon Mr. Hobbes's Problemata de vacuo,Animadversions upon Mr. Hobbes Problemata,"Boyle, Robert",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.05546491,-0.023985471,1674.boyle.cause-attraction.eebo.txt,Of the cause of attraction by suction a paradox,Of the Cause of Attraction,"Boyle, Robert",Royal Society text,1674,,,,,,,,,,,,,,,,,,
-0.000759191,-0.005267747,1674.boyle.excellency-theology.eebo.txt,The excellency of theology compar'd with natural philosophy (as both are objects of men's study) / discours'd of in a letter to a friend by T.H.R.B.E. ... ; to which are annex'd some occasional thouhts about the excellency and grounds of the mechanical hypothesis / by the same author.,The Excellency of Theology,"Boyle, Robert",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.021684266,-0.022173728,1674.boyle.qualities-air.eebo.txt,Tracts containing I. suspicions about some hidden qualities of the air : with an appendix touching celestial magnets and some other particulars : II. animadversions upon Mr. Hobbes's Problemata de vacuo : III. a discourse of the cause of attraction by suction,Tracts Containing Suspicions,"Boyle, Robert",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.008550572,0.004739874,1674.charleton.history-passions.eebo.txt,Natural history of the passions,Natural History of the Passions,"Charleton, Walter",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.007365178,0.009048864,1674.evelyn.navigation-commerce.eebo.txt,"Navigation and commerce, their original and progress containing a succinct account of traffick in general : its benefits and improvements : of discoveries, wars, and conflicts at sea, from the original of navigation to this day, with special regard to the English nation : their several voyages and expeditions, to the beginning of our late differences with Holland : in which His Majesties title to the dominion of the sea is asserted, against the novel, and later pretenders",Navigation and Commerce,"Evelyn, John",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.025393254,-0.002136902,1674.hooke.animadversions.eebo.txt,"Animadversions on the first part of the Machina coelestis of the honourable, learned, and deservedly famous astronomer Johannes Hevelius, consul of Dantzick together with an explication of some instruments",Animadversions on the First Part,"Hooke, Robert",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.039103659,0.000711737,1674.hooke.earth-motion.eebo.txt,An attempt to prove the motion of the earth from observations made by Robert Hooke,An Attempt to Prove the Motion of the Earth,"Hooke, Robert",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.028091601,0.002963628,1674.petty.royal-society.eebo.txt,"The discourse made before the Royal Society the 26. of November, 1674, concerning the use of duplicate proportion in sundry important particulars together with a new hypothesis of springing or elastique motions",Concerning the Use of Duplicate Proportion,"Petty, William",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.027375473,0.022627739,1674.ward.apology-mysteries.eebo.txt,"An apology for the mysteries of the Gospel being a sermon preached at White-Hall, Feb. 16, 1672/3",Apology for the Mysteries of the Gospel,"Ward, Seth",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.011589754,0.030761428,1674.ward.case-joram.eebo.txt,"The case of Joram a sermon preached before the House of Peers in the Abby-church at Westminster, January 30, 1673/4",The Case of Joram,"Ward, Seth",Royal Society text,1674,,,,,,,,,,,,,,,,,,
0.019316866,0.014138302,1674.ward.seven-sermons.eebo.txt,"Seven sermons preached by the Right Reverend Father in God, Seth Lord Bishop of Sarum.",Seven Sermons,"Ward, Seth",Royal Society text,1674,,,,,,,,,,,,,,,,,,
-0.018124531,-0.015065645,1675.boyle.advertisements-experiments.eebo.txt,Advertisements about the experiments and notes relating to chymical qualities,Advertisements about Chemical Qualities,"Boyle, Robert",Royal Society text,1675,,,,,,,,,,,,,,,,,,
0.003918038,-0.014329283,1675.boyle.mechanical-origine.eebo.txt,"Experiments, Notes, &c. ABOUT THE Mechanical Origine or Production Of divers particular QUALITIES: Among which is inserted a Discourse of the IMPERFECTION OF THE CHYMIST's Doctrine OF Q�_ALITIES; Together with some Reflections upon the HYPOTHESIS OF ALCALI and ACIDUM. By the Honourable Robert Boyle, Esq; Fellow of the R. Society.",The Mechanical Origin or Production of Diverse Particular Qualities,"Boyle, Robert",Royal Society text,1675,,,,,,,,,,,,,,,,,,
-0.000409626,0.015654725,1675.digby.physick-chirurgery.eebo.txt,"Choice and experimented receipts in physick and chirurgery as also cordial and distilled waters and spirits, perfumes, and other curiosities",Receipts in Physic and Surgery,"Digby, Kenelm",Royal Society text,1675,,,,,,,,,,,,,,,,,,
0.013289577,-0.020032828,1675.wallis.discourse-gravity.eebo.txt,"A discourse of gravity and gravitation, grounded on experimental observations, presented to the Royal Society, November 12. 1674 by John Wallis",A Discourse of Gravity and Gravitation,"Wallis, John",Royal Society text,1675,,,,,,,,,,,,,,,,,,
-0.011297227,0.003977127,1675.wilkins.principles-duties.eebo.txt,Of the principles and duties of natural religion two books,The Principles and Duties of Natural Religion,"Wilkins, John",Royal Society text,1675,,,,,,,,,,,,,,,,,,
0.004179515,-0.014323894,1676.boyle.mechanical-origine.eebo.txt,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum",The Mechanical Origin or Production of Diverse Particular Qualities,"Boyle, Robert",Royal Society text,1676,,,,,,,,,,,,,,,,,,
-0.0059384,0.023558712,1676.evelyn.philosophical-earth.eebo.txt,"A philosophical discourse of earth relating to the culture and improvement of it for vegetation, and the propagation of plants, &c. as it was presented to the Royal Society, April 29, 1675.",A Philisophical Discourse of Earth,"Evelyn, John",Royal Society text,1676,,,,,,,,,,,,,,,,,,
0.05916682,-0.002743765,1676.hooke.helioscopes.eebo.txt,"A description of helioscopes and some other instruments made by Robert Hooke, Fellow of the Royal Society.",A Description of Helioscopes,"Hooke, Robert",Royal Society text,1676,,,,,,,,,,,,,,,,,,
-0.04915127,-0.001598756,1677.cavendish-w.triumphant-widow.eebo.txt,"The triumphant widow, or, The medley of humours a comedy acted by His Royal Highness's servants",The Triumphant Widow,"Newcastle, William Cavendish",Royal Society text,1677,,,,,,,,,,,,,,,,,,
0.048181754,-0.001304087,1677.hooke.lampas.eebo.txt,"Lampas, or, Descriptions of some mechanical improvements of lamps & waterpoises together with some other physical and mechanical discoveries",Lampas,"Hooke, Robert",Royal Society text,1677,,,,,,,,,,,,,,,,,,
0.02530211,-0.007214544,1677.pepys.portugal-history.eebo.txt,"The Portugal history, or, A relation of the troubles that happened in the court of Portugal in the years 1667 and 1668 in which is to be seen that great transaction of the renunciation of the crown by Alphonso the Sixth, the dissolution of his marriage with the Princess Maria Frances Isabella of Savoy : the marriage of the same princess to the Prince Don Pedro, regent of the realm of Portugal, and the reasons alledged at Rome for the dispensation thereof",The Portugal History,"Pepys, Samuel",Royal Society text,1677,,,,,,,,,,,,,,,,,,
-0.009238717,0.002564041,1677.wilkins.sermons-occasions.eebo.txt,"Sermons preach'd upon several occasions before the King at White-Hall by the Right Reverend Father in God, John Wilkins ... ; to which is added, A discourse concerning the beauty of providence by the same author.",Sermons Preached Before the King at Whitehall,"Wilkins, John",Royal Society text,1677,,,,,,,,,,,,,,,,,,
-0.011642556,-0.017650269,1678.boyle.degradation-gold.eebo.txt,"Of a degradation of gold made by an anti-elixir, a strange chymical narative.",Degredation of Gold,"Boyle, Robert",Royal Society text,1678,,,,,,,,,,,,,,,,,,
0.034737467,-0.009875881,1678.hooke.lectures.eebo.txt,"Lectiones Cutlerian�, or, A collection of lectures, physical, mechanical, geographical, & astronomical made before the Royal Society on several occasions at Gresham Colledge : to which are added divers miscellaneous discourses",A Collection of Lectures,"Hooke, Robert",Royal Society text,1678,,,,,,,,,,,,,,,,,,
0.042934758,-0.002508464,1678.hooke.springing-bodies.eebo.txt,"Lectures de potentia restitutiva, or, Of spring explaining the power of springing bodies : to which are added some collections viz. a description of Dr. Pappins wind-fountain and force-pump, Mr. Young's observation concerning natural fountains, some other considerations concerning that subject, Captain Sturmy's remarks of a subterraneous cave and cistern, Mr. G.T. observations made on the Pike of Teneriff, 1674, some reflections and conjectures occasioned thereupon, a relation of a late eruption in the Isle of Palma",Springing Bodies,"Hooke, Robert",Royal Society text,1678,,,,,,,,,,,,,,,,,,
-0.026526698,-0.008704959,1678.wallis.royal-society.eebo.txt,"A defence of the Royal Society, and the philosophical transactions, particularly those of July, 1670 in answer to the cavils of Dr. William Holder / by John Wallis ... ; in a letter to the Right Honourable, William Lord Viscount Brouncker.",A Defense of the Royal Society,"Wallis, John",Royal Society text,1678,,,,,,,,,,,,,,,,,,
0.003224158,0.029232235,1679.ent.grounds-unity.eebo.txt,"The Grounds of unity in religion, or, An expedient for a general conformity and pacification",The Grounds of Unity in Religion,Anonymous,Royal Society text,1679,,,,,,,,,,,,,,,,,,
0.009726457,-0.004993946,1679.wallis.resurrection-asserted.eebo.txt,"The resurrection asserted in a sermon preached to the University of Oxford on Easter-day, 1679",The Ressurection Asserted,"Wallis, John",Royal Society text,1679,,,,,,,,,,,,,,,,,,
0.011807978,-0.020409475,1680.boyle.aerial-noctiluca.eebo.txt,"The aerial noctiluca, or, Some new ph�nomena, and a process of a factitious self-shining substance imparted in a letter to a friend living in the country",The Aerial Noctiluca,"Boyle, Robert",Royal Society text,1680,,,,,,,,,,,,,,,,,,
0.029956038,0.000115733,1680.charleton.enquiries-nature.eebo.txt,Enquiries into human nature in VI. anatomic pr�lections in the new theatre of the Royal Colledge of Physicians in London,Enquiries into Human Nature,"Charleton, Walter",Royal Society text,1680,,,,,,,,,,,,,,,,,,
-0.043096751,0.00077868,1680.petty.earl-ossory.eebo.txt,"Upon the Earl of Ossory, who dyed of a fever, July 30, 1680",Upon the Earl of Ossory,"Petty, William",Royal Society text,1680,,,,,,,,,,,,,,,,,,
-0.017647617,-0.016040795,1681.boyle.discourse-things.eebo.txt,A discourse of things above reason� Inquiring whether a philosopher should admit there are any such. By a Fellow of the Royal Society� To which are annexed by the publisher (for the affinity of the subjects) some advices about judging of things said to transcend reason. Written by a Fellow of the same Society.,A Discourse of Things Above Reason,"Boyle, Robert",Royal Society text,1681,,,,,,,,,,,,,,,,,,
-0.008262971,0.007828092,1681.petty.politician-discovered.eebo.txt,"The politician discovered, or, Considerations of the late pretensions that France claims to England and Ireland, and her designs and plots in order thereunto in two serious discourses / by a true Protestant and well-wisher of his countrey.",The Politician Discovered,"Petty, William",Royal Society text,1681,,,,,,,,,,,,,,,,,,
0.026901955,-0.022399656,1682.boyle.physico-mechanical-air.eebo.txt,"New experiments physico-mechanical, touching the air",New Experiments Touching the Air,"Boyle, Robert",Royal Society text,1682,,,,,,,,,,,,,,,,,,
0.018316645,-0.005423887,1682.charleton.harmony-natural.eebo.txt,The harmony of natural and positive divine laws,The Harmony of Natural and Postive Divine Laws,"Charleton, Walter",Royal Society text,1682,,,,,,,,,,,,,,,,,,
0.004611252,0.016753541,1682.digby.rare-secrets.eebo.txt,"A choice collection of rare secrets and experiments in philosophy as also rare and unheard-of medicines, menstruums and alkahests : with the true secret of volatilizing the fixt salt of tartar / collected and experimented by the honourable and truly learned Sir Kenelm Digby, Kt., Chancellour to Her Majesty the Queen-Mother ; hitherto kept secret since his decease, but now published for the good and benefit of the publick by George Hartman.",Rare Secrets and Experiments,"Digby, Kenelm",Royal Society text,1682,,,,,,,,,,,,,,,,,,
0.013121631,-0.005005834,1682.petty.assertion-propositions.eebo.txt,"A further assertion of the propositions concerning the magnitude, &c. of London contained in two essays in political arithmetick mentioned in Philos. transact. numb. 183 : together with a vindication of the said essays from the objections of some learned persons of the French nation",Propositions Concerning the Magnitude of London,"Petty, William",Royal Society text,1682,,,,,,,,,,,,,,,,,,
-0.008393271,-0.002848103,1682.wallis.necessity-regeneration.eebo.txt,The necessity of regeneration in two sermons to the University of Oxford,The Necessity of Regeneration,"Wallis, John",Royal Society text,1682,,,,,,,,,,,,,,,,,,
-0.009713549,0.00421621,1682.wilkins.sermons-preached.eebo.txt,"Sermons preached upon several occasions by the Right Reverend Father in God, John Wilkins",Sermons Preached Upon Several Occassions,"Wilkins, John",Royal Society text,1682,,,,,,,,,,,,,,,,,,
0.001996412,-0.017691297,1683.boyle.humane-blood.eebo.txt,Memoirs for the natural history of humane blood especially the spirit of that liquor,The Natural History of Human Blood,"Boyle, Robert",Royal Society text,1683,,,,,,,,,,,,,,,,,,
0.050846295,-0.004266919,1683.charleton.anatomic-lectures.eebo.txt,"Three anatomic lectures concerning 1. the motion of the bloud through the veins and arteries, 2. the organic structure of the heart, 3. the efficient causes of the hearts pulsation : read on the 19, 20 and 21 by Walter Charleton",Three Anatomic Lectures,"Charleton, Walter",Royal Society text,1683,,,,,,,,,,,,,,,,,,
0.004179077,0.016421803,1683.digby.chymical-secrets.eebo.txt,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,Chemical Secrets and Rare Experiments,"Digby, Kenelm",Royal Society text,1683,,,,,,,,,,,,,,,,,,
0.041111088,0.006324791,1683.petty.another-political.eebo.txt,"Another essay in political arithmetick, concerning the growth of the city of London with the measures, periods, causes, and consequences thereof, 1682 / by Sir William Petty",Concerning the Growth of London,"Petty, William",Royal Society text,1683,,,,,,,,,,,,,,,,,,
0.043857721,0.000812964,1683.petty.observations-dublin.eebo.txt,"Observations upon the Dublin-bills of mortality, MDCLXXXI, and the state of that city by the observator on the London bills of mortality.",Observation Upon the Dublin-Bills,"Petty, William",Royal Society text,1683,,,,,,,,,,,,,,,,,,
0.008942321,-0.017836175,1684.boyle.porosity-bodies.eebo.txt,Experiments and considerations about the porosity of bodies in two essays,The Porosity of Bodies,"Boyle, Robert",Royal Society text,1684,,,,,,,,,,,,,,,,,,
-0.072817588,-0.038894604,1684.boyle.tentamen-porologicum.eebo.txt,"Tentamen porologicum, sive, Ad porositatem corporum tum solidorum, detegendam authore Rob. Boylio nobili Anglo, Societatis Regi� Socio.",Tentamen Porologicum,"Boyle, Robert",Royal Society text,1684,,,,,,,,,,,,,,,,,,
0.057813867,-0.004152418,1684.wallis.cono-cuneus.eebo.txt,"Cono-cuneus, or, The shipwright's circular wedge that is, a body resembling in part a conus, in part a cuneus, geometrically considered",Cono-Cuneus,"Wallis, John",Royal Society text,1684,,,,,,,,,,,,,,,,,,
-0.00659604,0.000804278,1684.wallis.life-faith.eebo.txt,"The life of faith in two sermons to the university of Oxford, at St. Mary's Church there, on the 6th of January 1683/4 and June the 29th following / by John Wallis ...",The Life of Faith,"Wallis, John",Royal Society text,1684,,,,,,,,,,,,,,,,,,
0.074398489,0.018618713,1684.wallis.treatise-angular.eebo.txt,A treatise of angular sections by John Wallis,A Treatise of Angular Sections,"Wallis, John",Royal Society text,1684,,,,,,,,,,,,,,,,,,
0.008611019,-0.009099853,1685.boyle.free-enquiry.eebo.txt,"A free enquiry into the vulgarly receiv'd notion of nature made in an essay address'd to a friend / by R.B., Fellow of the Royal Society.",A Free Inquiry,"Boyle, Robert",Royal Society text,1685,,,,,,,,,,,,,,,,,,
0.003508823,-0.018442431,1685.boyle.great-effects.eebo.txt,An essay of the great effects of even languid and unheeded motion whereunto is annexed An experimental discourse of some little observed causes of the insalubrity and salubrity of the air and its effects,Languid and Unheeded Motion,"Boyle, Robert",Royal Society text,1685,,,,,,,,,,,,,,,,,,
0.001527564,-0.003133888,1685.boyle.high-veneration.eebo.txt,"Of the high veneration man's intellect owes to God, peculiarly for his wisedom and power by a Fellow of the Royal Society.",Man's Intellect Owed to God,"Boyle, Robert",Royal Society text,1685,,,,,,,,,,,,,,,,,,
-0.000764376,-0.018473639,1685.boyle.memoirs-waters.eebo.txt,Short memoirs for the natural experimental history of mineral waters addressed by way of letter to a friend / by Robert Boyle.,History of Mineral Waters,"Boyle, Robert",Royal Society text,1685,,,,,,,,,,,,,,,,,,
-0.004509592,-0.016831638,1685.boyle.reconcileableness.eebo.txt,Of the reconcileableness of specifick medicines to the corpuscular philosophy to which is annexed a discourse about the advantages of the use of simple medicines / by Robert Boyle ...,Specific Medicines,"Boyle, Robert",Royal Society text,1685,,,,,,,,,,,,,,,,,,
-0.024740171,-0.008117405,1687.boyle.theodora-didymus.eebo.txt,The martyrdom of Theodora and of Didymus by a person of honour.,The Martyrdom of Theodora and Didymus,"Boyle, Robert",Royal Society text,1687,,,,,,,,,,,,,,,,,,
0.070872804,0.023664379,1687.petty.observations-london.eebo.txt,Observations upon the cities of London and Rome Sir William Petty ...,Observations on London and Rome,"Petty, William",Royal Society text,1687,,,,,,,,,,,,,,,,,,
0.030394991,0.00101531,1687.petty.political-arthmetick.eebo.txt,"Two essays in political arithmetick concerning the people, housing, hospitals, &c. of London and Paris / by Sir William Petty ...","People, Housing, Hospitals","Petty, William",Royal Society text,1687,,,,,,,,,,,,,,,,,,
-0.003674295,-0.00438091,1690.boyle.christian-virtuoso.eebo.txt,"The Christian virtuoso shewing, that by being addicted to experimental philosophy, a man is rather assisted, than indisposed, to be a good Christian. The first part. By T.H.R.B. Fellow of the Royal Society. To which are subjoyn'd, I. A discourse about the distinction, that represents some things as above reason, but not contrary to reason. II. The first chapters of a discourse, entituled, Greatness of mind promoted by Christianity. By the same author.",,"Boyle, Robert",Royal Society text,1690,,,,,,,,,,,,,,,,,,
-0.000301951,-0.020953158,1690.boyle.medicina-hydrostatica.eebo.txt,"Medicina hydrostatica, or, Hydrostaticks applyed to the materia medica shewing how by the weight that divers bodies, us'd in physick, have in water : one may discover whether they be genuine or adulterate : to which is subjoyn'd a previous hydrostatical way of estimating ores / by the Honourable Robert Boyle ...",Medicina Hydrostatica,"Boyle, Robert",Royal Society text,1690,,,,,,,,,,,,,,,,,,
0.011394449,0.008102192,1690.petty.political-arthmetick.eebo.txt,"Political arithmetick, or, A discourse concerning the extent and value of lands, people, buildings ... as the same relates to every country in general, but more particularly to the territories of His Majesty of Great Britain, and his neighbours of Holland, Zealand, and France / by Sir William Petty ...","The Extent and Value of Lands, People, Buildings","Petty, William",Royal Society text,1690,,,,,,,,,,,,,,,,,,
-0.000814322,-0.006800353,1690.wallis.doctrine-blessed.eebo.txt,"The doctrine of the blessed Trinity, briefly explained in a letter to a friend",The Doctrine of the Blessed Trinity,"Wallis, John",Royal Society text,1690,,,,,,,,,,,,,,,,,,
-0.005570477,-0.01421221,1691.boyle.natural-philosophy.eebo.txt,"Experimenta & observationes physic� wherein are briefly treated of several subjects relating to natural philosophy in an experimental way : to which is added, a small collection of strange reports / by the Honourable Robert Boyle",Experimenta & Observationes,"Boyle, Robert",Royal Society text,1691,,,,,,,,,,,,,,,,,,
0.01177097,0.005461959,1691.petty.political-ireland.eebo.txt,"The political anatomy of Ireland with the establishment for that kingdom when the late Duke of Ormond was Lord Lieutenant ... : to which is added Verbum sapienti, or, An account of the wealth and expences of England, and the method of raising taxes in the most equal manner ... / by Sir William Petty ...",The Polical Anatomy of Ireland,"Petty, William",Royal Society text,1691,,,,,,,,,,,,,,,,,,
0.001130878,-0.003427977,1691.wallis.explication-vindication.eebo.txt,"An explication and vindication of the Athanasian Creed in a third letter, pursuant of two former, concerning the Sacred Trinity : together with a postscript, in answer to another letter / by John Wallis ...",The Athanasian Creed,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
0.002239183,-0.013212189,1691.wallis.fifth-letter.eebo.txt,"A fifth letter, concerning the sacred Trinity in answer to what is entituled, the Arians vindication of himself against Dr. Wallis's fourth letter on the Trinity / by John Wallis ...",A Fifth Letter,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
0.000916968,-0.00433184,1691.wallis.fourth-letter.eebo.txt,A fourth letter concerning the sacred Trinity in reply to what is entituled An answer to Dr. Wallis's three letters / by John Wallis ...,A Fourth Letter,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
-0.011015329,-0.007745171,1691.wallis.second-letter.eebo.txt,A second letter concerning the Holy Trinity pursuant to the former from the same hand : occasioned by a letter there inserted from one unknown / by John Wallis.,A Second Letter,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
-0.021682617,-0.006620045,1691.wallis.seventh-letter.eebo.txt,"A seventh letter, concerning the sacred Trinity occasioned by a second letter from W.J. / by John Wallis ...",A Seventh Letter,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
-0.016938191,-0.009939414,1691.wallis.sixth-letter.eebo.txt,"A sixth letter, concerning the sacred Trinity in answer to a book entituled, Observations on the four letters, &c. / by John Wallis ...",A Sixth Letter,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
0.015995313,-0.001861422,1691.wallis.three-sermons.eebo.txt,Three sermons concerning the sacred Trinity by John Wallis.,Three Sermons,"Wallis, John",Royal Society text,1691,,,,,,,,,,,,,,,,,,
